City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
282,Phan Thiet,VN,2020-05-07 23:40:18,10.93,108.1,82.96,75,100,4.68
283,Litein,KE,2020-05-07 23:40:18,-0.58,35.19,57.99,97,97,3.42
284,Pemangkat,ID,2020-05-07 23:40:18,1.17,108.97,79.79,86,57,3.91
285,Chipata,ZM,2020-05-07 23:40:18,-13.63,32.65,55.94,88,14,6.67
286,College,US,2020-05-07 23:40:18,64.86,-147.8,66.99,24,40,4.7
287,Vao,NC,2020-05-07 23:40:18,-22.67,167.48,72.39,82,100,32.44
288,Buraydah,SA,2020-05-07 23:40:18,26.33,43.98,80.6,30,6,9.17
289,Comodoro Rivadavia,AR,2020-05-07 23:36:30,-45.87,-67.5,71.6,46,98,9.17
290,Kota,IN,2020-05-07 23:40:19,25.18,75.83,83.46,16,22,2.19
291,Formosa,AR,2020-05-07 23:40:19,-26.18,-58.18,53.6,87,0,4.59
292,Solnechnyy,RU,2020-05-07 23:40:19,50.72,136.63,59.59,37,100,11.07
293,Iqaluit,CA,2020-05-07 23:40:19,63.75,-68.51,30.2,54,75,10.29
294,Galveston,US,2020-05-07 23:40:19,29.37,-94.97,79.0,69,75,20.8
295,Shirokiy,RU,2020-05-07 23:40:19,49.76,129.52,54.86,63,92,9.15
296,Zhangye,CN,2020-05-07 23:40:19,38.93,100.45,48.47,53,96,2.82
297,Mazagao,BR,2020-05-07 23:40:19,-0.12,-51.29,80.6,100,75,5.82
298,Ginir,ET,2020-05-07 23:40:20,7.13,40.7,57.29,96,75,3.4
299,Ambilobe,MG,2020-05-07 23:40:20,-13.2,49.05,70.92,89,1,3.29
300,Raudeberg,NO,2020-05-07 23:40:20,61.99,5.14,43.0,91,100,25.34
301,Port Macquarie,AU,2020-05-07 23:40:20,-31.43,152.92,66.0,73,0,2.89
302,Kavieng,PG,2020-05-07 23:40:20,-2.57,150.8,85.15,68,0,8.32
303,Geraldton,AU,2020-05-07 23:40:20,-28.77,114.6,55.4,93,75,5.82
304,Port-Cartier,CA,2020-05-07 23:40:20,50.03,-66.87,41.0,60,75,3.36
305,Mbandaka,CD,2020-05-07 23:40:20,0.05,18.26,72.68,97,97,4.14
306,Riyadh,SA,2020-05-07 23:37:51,24.69,46.72,77.0,29,58,6.93
307,Pisco,PE,2020-05-07 23:40:21,-13.7,-76.22,68.0,77,100,10.29
308,Plettenberg Bay,ZA,2020-05-07 23:40:21,-34.05,23.37,62.29,65,100,5.73
309,Alvand,IR,2020-05-07 23:40:21,36.32,49.17,42.93,78,0,9.82
310,Ruwi,OM,2020-05-07 23:40:21,23.6,58.55,87.8,25,14,3.36
311,Broome,US,2020-05-07 23:40:21,42.25,-75.83,51.01,57,40,8.05
312,Constitucion,CL,2020-05-07 23:40:21,-35.33,-72.42,60.76,49,81,4.05
313,Poum,NC,2020-05-07 23:40:21,-20.23,164.02,76.24,69,0,18.01
314,Laguna,US,2020-05-07 23:35:49,38.42,-121.42,93.2,9,1,6.93
315,Bubaque,GW,2020-05-07 23:40:22,11.28,-15.83,78.69,73,3,11.61
316,Den Helder,NL,2020-05-07 23:40:22,52.96,4.76,48.99,87,90,3.36
317,Gualeguay,AR,2020-05-07 23:40:22,-33.14,-59.31,49.93,78,20,5.66
318,Grindavik,IS,2020-05-07 23:40:22,63.84,-22.43,41.0,93,75,6.93
319,Gaya,IN,2020-05-07 23:40:22,24.78,85.0,82.47,24,0,4.59
320,Sanandaj,IR,2020-05-07 23:40:22,35.31,46.99,47.57,62,0,5.5
321,Rockport,US,2020-05-07 23:40:22,28.02,-97.05,82.4,65,75,18.34
322,Lebu,CL,2020-05-07 23:40:22,-37.62,-73.65,56.95,83,100,6.44
323,Vila Do Maio,CV,2020-05-07 23:40:22,15.13,-23.22,73.4,73,75,17.22
324,Vitoria,BR,2020-05-07 23:35:36,-20.32,-40.34,68.0,82,75,8.05
325,Berlevag,NO,2020-05-07 23:40:23,70.86,29.09,37.36,86,87,20.04
326,Alekseyevsk,RU,2020-05-07 23:40:23,57.84,108.35,39.47,70,65,8.75
327,Gornopravdinsk,RU,2020-05-07 23:40:23,60.05,69.9,56.7,63,97,5.35
328,Saint-Augustin,CA,2020-05-07 23:40:23,51.23,-58.65,32.02,99,100,5.5
329,Maturin,VE,2020-05-07 23:40:23,9.75,-63.18,80.17,64,55,11.54
330,Bilma,NE,2020-05-07 23:40:23,18.69,12.92,85.69,12,0,8.37
331,Nemuro,JP,2020-05-07 23:40:23,43.32,145.57,46.87,67,0,8.9
332,Ensley,US,2020-05-07 23:40:23,30.52,-87.27,72.0,40,1,11.41
333,Tura,IN,2020-05-07 23:40:23,25.52,90.22,72.21,67,0,5.66
334,Tupik,RU,2020-05-07 23:40:23,54.43,119.93,48.02,46,0,8.1
335,Rio Gallegos,AR,2020-05-07 23:35:36,-51.62,-69.22,48.2,100,90,3.36
336,Yangjiang,CN,2020-05-07 23:40:24,21.85,111.97,82.08,84,66,10.94
337,Hays,US,2020-05-07 23:40:24,30.05,-98.03,82.0,67,90,3.0
338,Progreso,MX,2020-05-07 23:40:24,21.28,-89.67,91.4,49,75,11.41
339,Segovia,ES,2020-05-07 23:40:24,41.17,-4.0,64.0,39,97,19.24
340,Alatri,IT,2020-05-07 23:40:24,41.73,13.34,55.99,62,0,4.56
341,Longyearbyen,SJ,2020-05-07 23:40:24,78.22,15.64,26.6,79,75,3.36
342,Naze,JP,2020-05-07 23:40:24,28.37,129.48,73.4,69,40,17.22
343,Aksarka,RU,2020-05-07 23:40:24,66.56,67.8,41.11,97,100,13.09
344,Raahe,FI,2020-05-07 23:40:24,64.68,24.48,35.6,80,5,8.05
345,Taquarana,BR,2020-05-07 23:40:25,-9.64,-36.5,72.86,93,78,6.24
346,Burnie,AU,2020-05-07 23:40:25,-41.07,145.92,62.01,80,24,5.99
347,Paoua,CF,2020-05-07 23:40:25,7.24,16.44,71.4,87,86,1.01
348,San Jose,US,2020-05-07 23:38:10,37.34,-121.89,89.01,17,75,14.99
349,Sandviken,SE,2020-05-07 23:40:25,60.62,16.77,34.0,71,5,3.0
350,Ilebo,CD,2020-05-07 23:40:25,-4.32,20.58,74.41,81,71,1.28
351,Bathsheba,BB,2020-05-07 23:40:25,13.22,-59.52,82.4,69,20,19.46
352,Turukhansk,RU,2020-05-07 23:40:25,65.82,87.98,34.66,88,100,9.42
353,San Carlos De Bariloche,AR,2020-05-07 23:40:25,-41.15,-71.31,48.99,93,90,3.38
354,Mananjary,MG,2020-05-07 23:40:26,-21.22,48.33,70.41,94,26,8.32
355,Ondjiva,AO,2020-05-07 23:40:26,-17.07,15.73,60.01,41,0,6.58
356,Ballina,AU,2020-05-07 23:40:26,-28.87,153.57,70.0,82,2,3.36
357,De-Kastri,RU,2020-05-07 23:40:26,51.47,140.78,51.91,51,74,6.2
358,Santiago,CL,2020-05-07 23:36:23,-33.46,-70.65,73.4,25,24,2.21
359,Keti Bandar,PK,2020-05-07 23:40:26,24.14,67.45,80.8,86,1,8.68
360,North Bend,US,2020-05-07 23:40:26,43.41,-124.22,78.01,59,1,23.04
361,Lorengau,PG,2020-05-07 23:40:26,-2.02,147.27,85.51,69,4,4.32
362,Peto,MX,2020-05-07 23:40:26,20.13,-88.92,80.78,69,39,5.77
363,Khandbari,NP,2020-05-07 23:40:26,27.37,87.2,62.08,51,5,4.16
364,Hay River,CA,2020-05-07 23:35:57,60.82,-115.8,51.8,50,20,9.17
365,Santa Cruz De La Palma,ES,2020-05-07 23:40:27,28.68,-17.76,66.2,72,20,4.7
366,Kharan,PK,2020-05-07 23:40:27,28.58,65.42,78.3,17,7,4.12
367,Ahuimanu,US,2020-05-07 23:40:27,21.44,-157.84,84.2,51,20,16.11
368,Fairbanks,US,2020-05-07 23:40:27,64.84,-147.72,66.99,23,40,3.36
369,Codajas,BR,2020-05-07 23:40:27,-3.84,-62.06,75.85,97,39,1.52
370,Cap Malheureux,MU,2020-05-07 23:40:27,-19.98,57.61,73.99,91,100,4.0
371,Kieta,PG,2020-05-07 23:40:27,-6.22,155.63,85.96,62,19,4.25
372,Muzhi,RU,2020-05-07 23:40:27,65.37,64.67,51.93,79,99,15.82
373,Eureka,US,2020-05-07 23:40:27,40.8,-124.16,68.0,61,37,4.0
374,Puerto Baquerizo Moreno,EC,2020-05-07 23:40:28,-0.9,-89.6,76.46,89,19,7.92
375,Matagami,CA,2020-05-07 23:40:28,49.75,-77.63,28.4,42,1,14.99
376,Kloulklubed,PW,2020-05-07 23:40:28,7.04,134.26,80.6,88,90,9.17
377,Mandalgovi,MN,2020-05-07 23:40:28,45.76,106.27,48.02,45,71,10.8
378,Kavaratti,IN,2020-05-07 23:40:28,10.57,72.64,85.87,68,54,6.15
379,Nizhniy Kuranakh,RU,2020-05-07 23:40:28,58.84,125.49,35.91,83,100,14.88
380,Pala,TD,2020-05-07 23:40:28,9.36,14.9,84.81,51,36,6.17
381,Seshcha,RU,2020-05-07 23:40:28,53.74,33.34,43.83,91,99,11.36
382,Folldal,NO,2020-05-07 23:40:28,62.13,10.0,26.83,92,25,4.14
383,Katav-Ivanovsk,RU,2020-05-07 23:40:29,54.75,58.2,48.94,56,64,4.59
384,Muisne,EC,2020-05-07 23:40:29,0.6,-80.03,82.4,83,75,8.05
385,Lady Frere,ZA,2020-05-07 23:40:29,-31.7,27.23,57.49,36,100,7.05
386,Beloha,MG,2020-05-07 23:40:29,-25.17,45.05,63.39,94,20,5.3
387,Flin Flon,CA,2020-05-07 23:40:29,54.77,-101.86,46.4,17,20,4.7
388,Cabo San Lucas,MX,2020-05-07 23:39:10,22.89,-109.91,100.4,11,5,19.46
389,Ponto Novo,BR,2020-05-07 23:40:29,-10.86,-40.13,73.89,69,90,2.55
390,Westport,US,2020-05-07 23:40:29,41.14,-73.36,62.01,41,20,11.41
391,Yinchuan,CN,2020-05-07 23:40:29,38.47,106.27,46.99,72,100,1.99
392,Senanga,ZM,2020-05-07 23:40:30,-16.12,23.27,60.4,63,0,5.17
393,Morant Bay,JM,2020-05-07 23:40:30,17.88,-76.41,84.2,79,20,17.22
394,Tarbagatay,RU,2020-05-07 23:40:30,51.48,107.36,48.2,61,20,2.24
395,Lamar,US,2020-05-07 23:40:30,33.67,-95.58,77.0,50,75,17.22
396,Gunjur,GM,2020-05-07 23:40:30,13.2,-16.73,72.61,76,58,8.23
397,Richards Bay,ZA,2020-05-07 23:40:30,-28.78,32.04,64.24,90,7,4.72
398,Foumban,CM,2020-05-07 23:40:30,5.73,10.9,65.37,96,100,2.51
399,Ghoti,IN,2020-05-07 23:40:30,19.72,73.62,69.28,68,0,1.1
400,Sao Filipe,CV,2020-05-07 23:40:30,14.9,-24.5,74.03,77,54,13.94
401,Hamilton,US,2020-05-07 23:38:18,39.18,-84.53,64.99,39,75,10.29
402,Sabang,ID,2020-05-07 23:40:31,5.89,95.32,79.99,90,100,18.39
403,Mandurah,AU,2020-05-07 23:40:31,-32.55,115.7,54.0,87,27,14.99
404,Tsabong,BW,2020-05-07 23:40:31,-26.02,22.4,62.04,29,0,5.95
405,Kaitangata,NZ,2020-05-07 23:40:31,-46.28,169.85,55.0,60,58,11.99
406,Gidam,IN,2020-05-07 23:40:31,18.98,81.4,78.67,63,4,2.06
407,Umm Lajj,SA,2020-05-07 23:40:31,25.02,37.27,76.41,47,0,7.31
408,Muros,ES,2020-05-07 23:40:31,42.78,-9.06,59.0,85,96,3.0
409,Hami,CN,2020-05-07 23:40:31,42.8,93.45,54.37,34,0,5.64
410,Ixtapa,MX,2020-05-07 23:35:45,20.7,-105.2,82.4,78,20,10.29
411,Bure,ET,2020-05-07 23:35:36,10.7,37.07,64.63,70,94,3.4
412,Mukhen,RU,2020-05-07 23:40:32,48.1,136.1,63.57,36,100,13.2
413,Samarai,PG,2020-05-07 23:40:32,-10.62,150.67,80.49,74,74,17.63
414,Zhaodong,CN,2020-05-07 23:40:32,46.08,125.98,62.01,55,100,11.18
415,Athabasca,CA,2020-05-07 23:40:32,54.72,-113.29,65.89,41,100,7.2
416,Cockburn Town,TC,2020-05-07 23:40:32,21.46,-71.14,84.2,70,40,4.7
417,Navolato,MX,2020-05-07 23:40:32,24.77,-107.69,93.0,30,0,1.99
418,Srandakan,ID,2020-05-07 23:40:32,-7.94,110.25,79.14,87,80,4.5
419,Fafe,PT,2020-05-07 23:40:32,41.45,-8.17,60.01,89,40,5.01
420,Albanel,CA,2020-05-07 23:40:33,48.88,-72.45,46.4,45,75,12.75
421,Lavrentiya,RU,2020-05-07 23:40:33,65.58,-171.0,30.42,95,18,3.11
422,Alofi,NU,2020-05-07 23:40:33,-19.06,-169.92,84.2,74,75,9.17
423,Makat,KZ,2020-05-07 23:40:33,47.65,53.35,65.64,30,51,10.07
424,Jiangyou,CN,2020-05-07 23:40:33,31.77,104.72,68.58,72,86,3.04
425,Tancanhuitz,MX,2020-05-07 23:40:33,21.6,-98.97,80.89,65,76,5.17
426,Rawson,AR,2020-05-07 23:40:33,-43.3,-65.1,64.17,49,51,13.0
427,Biloela,AU,2020-05-07 23:40:33,-24.42,150.5,75.02,46,72,8.52
428,Krasnyy Chikoy,RU,2020-05-07 23:40:33,50.36,108.75,46.04,54,60,0.65
429,Kamphaeng Phet,TH,2020-05-07 23:40:34,16.48,99.52,88.0,66,96,1.45
430,Sangar,RU,2020-05-07 23:40:34,63.92,127.47,37.53,92,100,14.36
431,Maarianhamina,AX,2020-05-07 23:38:54,60.1,19.93,33.8,80,1,2.24
432,Ust-Ilimsk,RU,2020-05-07 23:40:34,58.0,102.66,40.68,87,100,6.15
433,Slonim,BY,2020-05-07 23:40:34,53.09,25.32,38.28,88,77,7.02
434,Abu Dhabi,AE,2020-05-07 23:40:34,24.47,54.37,84.2,58,68,3.36
435,Vredendal,ZA,2020-05-07 23:40:34,-31.67,18.5,64.89,36,100,1.34
436,Mozelos,PT,2020-05-07 23:40:34,41.87,-8.4,64.4,77,20,2.24
437,Cherskiy,RU,2020-05-07 23:40:35,68.75,161.3,34.25,90,3,3.85
438,Ostersund,SE,2020-05-07 23:40:35,63.18,14.64,35.6,69,85,5.82
439,Jumla,NP,2020-05-07 23:40:35,29.27,82.18,40.57,65,6,4.72
440,Karratha,AU,2020-05-07 23:40:35,-20.74,116.85,78.15,65,52,3.11
441,Pochutla,MX,2020-05-07 23:40:35,15.74,-96.47,87.8,58,75,5.82
442,Badami,IN,2020-05-07 23:40:35,15.91,75.68,79.81,60,82,6.4
443,Chelmza,PL,2020-05-07 23:40:35,53.18,18.6,46.99,75,15,2.24
444,Sharjah,AE,2020-05-07 23:38:12,25.36,55.4,86.0,48,50,4.7
445,Vozhega,RU,2020-05-07 23:40:35,60.47,40.22,41.54,95,100,7.07
446,Firminy,FR,2020-05-07 23:40:35,45.39,4.29,59.0,67,99,8.05
447,Wattegama,LK,2020-05-07 23:40:36,6.8,81.48,75.51,91,98,1.72
448,Svetlaya,RU,2020-05-07 23:40:36,46.54,138.33,60.67,40,72,7.2
449,Daru,PG,2020-05-07 23:40:36,-9.08,143.21,82.17,73,95,16.15
450,Chetani,RO,2020-05-07 23:40:36,46.47,24.03,50.0,61,20,11.41
451,Nioro,GM,2020-05-07 23:40:36,13.35,-15.75,75.09,53,36,5.61
452,Kuruman,ZA,2020-05-07 23:40:36,-27.45,23.43,53.6,37,0,1.7
453,Honningsvag,NO,2020-05-07 23:40:36,70.98,25.97,36.3,91,96,26.93
454,Kambar,PK,2020-05-07 23:40:36,27.59,68.0,88.45,12,42,3.74
455,Boende,CD,2020-05-07 23:40:36,-0.22,20.87,71.91,96,100,2.82
456,Dunedin,NZ,2020-05-07 23:40:37,-45.87,170.5,54.0,85,99,1.99
457,San Cristobal,VE,2020-05-07 23:40:37,7.77,-72.22,70.36,84,68,2.93
458,Coihaique,CL,2020-05-07 23:40:37,-45.58,-72.07,57.2,87,90,8.05
459,Port Lincoln,AU,2020-05-07 23:40:37,-34.73,135.87,61.36,68,2,16.51
460,Zhuhai,CN,2020-05-07 23:40:37,22.28,113.57,86.0,94,40,12.75
461,Muroto,JP,2020-05-07 23:40:37,33.28,134.15,64.4,36,75,6.93
462,Moron,AR,2020-05-07 23:40:37,-34.65,-58.62,60.01,100,49,4.32
463,Hirara,JP,2020-05-07 23:40:37,24.8,125.28,77.0,83,75,14.99
464,Shubarshi,KZ,2020-05-07 23:40:37,48.59,57.19,54.57,42,0,11.27
465,Namatanai,PG,2020-05-07 23:40:38,-3.67,152.43,85.6,64,7,4.05
466,Vondrozo,MG,2020-05-07 23:40:38,-22.82,47.28,60.69,100,77,3.53
467,Avera,US,2020-05-07 23:40:38,33.19,-82.53,68.0,30,1,10.29
468,Umtata,ZA,2020-05-07 23:40:38,-31.59,28.78,53.6,93,92,1.12
469,Lethem,GY,2020-05-07 23:40:38,3.38,-59.8,75.96,90,100,5.26
470,Sao Joao Del Rei,BR,2020-05-07 23:40:38,-21.14,-44.26,57.2,87,90,6.93
471,Lamu,KE,2020-05-07 23:40:38,-2.27,40.9,79.07,87,99,13.58
472,Mitsamiouli,KM,2020-05-07 23:40:38,-11.38,43.28,81.28,76,3,12.41
473,Boa Vista,BR,2020-05-07 23:40:38,2.82,-60.67,78.8,83,40,5.82
474,Platanos,GR,2020-05-07 23:40:39,37.67,21.62,62.6,81,4,3.36
475,Muyezerskiy,RU,2020-05-07 23:40:39,63.93,31.65,30.99,98,12,5.46
476,Kuvshinovo,RU,2020-05-07 23:40:39,57.03,34.17,39.76,91,98,8.59
477,Kibala,TD,2020-05-07 23:40:39,9.11,18.35,81.64,65,90,8.75
478,Mayo,US,2020-05-07 23:40:39,38.89,-76.51,66.2,29,20,10.29
479,Hellendoorn,NL,2020-05-07 23:40:39,52.39,6.45,48.0,83,87,1.74
480,Rio Grande,BR,2020-05-07 23:38:02,-32.03,-52.1,46.99,90,40,5.88
481,Iquique,CL,2020-05-07 23:40:39,-20.22,-70.14,66.2,68,36,14.99
482,Tadepallegudem,IN,2020-05-07 23:40:39,16.83,81.5,82.06,87,96,2.01
483,Chimoio,MZ,2020-05-07 23:40:39,-19.12,33.48,58.21,98,68,3.18
484,Sora,IT,2020-05-07 23:40:40,41.72,13.61,55.99,62,0,5.3
485,Hammonton,US,2020-05-07 23:40:40,39.64,-74.8,62.01,39,0,7.31
486,Tolaga Bay,NZ,2020-05-07 23:40:40,-38.37,178.3,64.11,46,2,1.95
487,Mecca,SA,2020-05-07 23:40:40,21.43,39.83,81.52,29,42,2.21
488,Kichera,RU,2020-05-07 23:40:40,55.94,110.1,37.78,85,100,6.78
489,Santo Tomas,PH,2020-05-07 23:40:40,14.11,121.14,87.8,66,20,8.05
490,Yenotayevka,RU,2020-05-07 23:40:40,47.25,47.03,60.31,84,100,13.85
491,Guiratinga,BR,2020-05-07 23:40:40,-16.35,-53.76,66.76,94,100,4.65
492,Reitz,ZA,2020-05-07 23:40:40,-27.8,28.43,48.11,52,0,1.59
493,Amahai,ID,2020-05-07 23:40:41,-3.33,128.92,81.81,81,75,5.3
494,Atar,MR,2020-05-07 23:40:41,20.52,-13.05,86.63,15,0,12.64
495,Alyangula,AU,2020-05-07 23:40:41,-13.85,136.42,77.0,88,90,2.24
496,Bandarbeyla,SO,2020-05-07 23:40:41,9.49,50.81,82.33,74,0,5.39
497,Dehui,CN,2020-05-07 23:40:41,44.53,125.7,62.6,45,100,17.9
498,Belaya Gora,RU,2020-05-07 23:36:02,68.53,146.42,31.64,97,70,10.83
499,Kaeo,NZ,2020-05-07 23:40:41,-35.1,173.78,64.99,51,16,5.01
500,Kathmandu,NP,2020-05-07 23:40:14,27.72,85.32,51.8,100,40,4.45
501,Juegang,CN,2020-05-07 23:40:41,32.32,121.19,71.01,87,100,3.0
502,Chimore,BO,2020-05-07 23:40:42,-16.98,-65.13,61.63,75,90,2.66
503,Bekhtery,UA,2020-05-07 23:40:42,46.25,32.29,46.0,100,16,5.99
504,Pereslavl-Zalesskiy,RU,2020-05-07 23:40:42,56.74,38.86,46.99,91,83,9.15
505,Praxedis Guerrero,MX,2020-05-07 23:40:42,31.37,-106.02,98.6,6,20,14.99
506,Deniliquin,AU,2020-05-07 23:40:42,-35.53,144.97,59.0,74,0,1.01
507,Marsa Matruh,EG,2020-05-07 23:40:42,31.35,27.25,69.8,30,29,5.82
508,Santa Cruz,BO,2020-05-07 23:36:56,-17.8,-63.17,68.0,49,58,5.82
509,Wonthaggi,AU,2020-05-07 23:40:42,-38.6,145.59,57.0,80,10,7.0
510,Yanam,IN,2020-05-07 23:40:42,16.73,82.22,79.66,94,98,1.9
511,Tasgaon,IN,2020-05-07 23:40:42,17.03,74.6,71.51,76,56,6.13
512,Contamana,PE,2020-05-07 23:40:43,-7.33,-75.02,69.44,97,100,6.11
513,Imbituba,BR,2020-05-07 23:40:43,-28.24,-48.67,64.4,68,30,4.7
514,Ulaanbaatar,MN,2020-05-07 23:35:53,47.91,106.88,32.0,52,3,6.22
515,Puerto Escondido,MX,2020-05-07 23:40:43,15.85,-97.07,85.33,60,66,5.14
516,Lithgow,AU,2020-05-07 23:40:43,-33.48,150.15,57.99,69,0,3.0
517,Ordzhonikidze,KZ,2020-05-07 23:40:43,52.44,61.74,54.16,43,0,6.46
518,Kudahuvadhoo,MV,2020-05-07 23:40:43,2.67,72.89,84.15,74,24,13.0
519,Mayumba,GA,2020-05-07 23:40:43,-3.43,10.66,78.28,92,62,4.07
520,Oktyabrskiy,RU,2020-05-07 23:40:44,54.48,53.47,55.54,60,24,6.35
521,Namibe,AO,2020-05-07 23:40:44,-15.2,12.15,80.24,55,0,4.16
522,Neuquen,AR,2020-05-07 23:40:44,-38.95,-68.06,53.6,71,100,2.46
523,West Bay,KY,2020-05-07 23:40:44,19.37,-81.42,86.0,74,20,10.29
524,Pimentel,PE,2020-05-07 23:40:44,-6.84,-79.93,70.34,81,14,14.23
525,Zamania,IN,2020-05-07 23:40:44,25.43,83.57,80.1,32,0,5.23
526,Taguatinga,BR,2020-05-07 23:40:44,-12.39,-46.57,74.88,85,99,0.78
527,Chiang Mai,TH,2020-05-07 23:40:44,18.79,98.98,82.99,78,20,4.7
528,Kenai,US,2020-05-07 23:40:45,60.55,-151.26,53.6,40,90,20.8
529,Bac Lieu,VN,2020-05-07 23:40:45,9.29,105.72,86.13,69,34,5.41
530,Taunggyi,MM,2020-05-07 23:40:45,20.78,97.03,69.22,66,0,3.27
531,Lipari,IT,2020-05-07 23:40:45,38.47,14.95,61.0,60,0,4.0
532,San Juan,AR,2020-05-07 23:40:45,-31.54,-68.54,60.26,34,0,4.76
533,Kidal,ML,2020-05-07 23:40:45,18.44,1.41,85.14,12,0,10.45
534,Borazjan,IR,2020-05-07 23:40:46,29.27,51.22,76.37,33,0,4.0
535,Guerrero Negro,MX,2020-05-07 23:40:46,27.98,-114.06,77.13,39,0,15.28
536,Lich,DE,2020-05-07 23:40:46,50.52,8.82,51.01,75,99,2.1
537,Ganzhou,CN,2020-05-07 23:40:46,28.82,115.43,79.88,85,42,6.82
538,Ostrovnoy,RU,2020-05-07 23:40:46,68.05,39.51,34.97,88,61,14.58
539,Mosquera,CO,2020-05-07 23:40:46,4.71,-74.23,62.6,59,40,10.29
540,Oussouye,SN,2020-05-07 23:40:46,12.48,-16.55,75.2,83,43,6.93
541,Killybegs,IE,2020-05-07 23:40:46,54.63,-8.45,52.0,90,31,3.65
542,Kismayo,SO,2020-05-07 23:40:46,-0.36,42.55,79.41,86,68,8.97
543,Alice Springs,AU,2020-05-07 23:40:47,-23.7,133.88,64.4,17,0,3.36
544,Mackenzie,CA,2020-05-07 23:40:47,55.3,-123.17,59.0,38,40,5.82
545,Gboko,NG,2020-05-07 23:40:47,7.32,9.0,80.33,78,74,10.36
546,Mesimerion,GR,2020-05-07 23:40:47,40.41,23.01,60.01,58,0,13.87
547,Lasa,IT,2020-05-07 23:40:47,46.62,10.7,46.4,70,5,2.24
548,Cartagena Del Chaira,CO,2020-05-07 23:40:47,1.33,-74.84,75.02,95,100,2.26
549,Polovinnoye,RU,2020-05-07 23:40:47,54.79,65.99,55.38,47,0,4.72
550,Bilgi,IN,2020-05-07 23:40:48,16.35,75.62,76.91,64,84,7.14
551,Zhigansk,RU,2020-05-07 23:40:48,66.77,123.37,19.47,93,100,30.89
552,Lithakia,GR,2020-05-07 23:40:48,37.72,20.83,51.8,81,0,3.36
553,Kibondo,TZ,2020-05-07 23:40:48,-3.59,30.72,63.0,97,80,4.45
554,Manga,BF,2020-05-07 23:40:48,11.66,-1.07,91.06,32,73,6.04
555,Pital,CO,2020-05-07 23:40:48,2.27,-75.8,70.61,78,73,1.81
556,Necochea,AR,2020-05-07 23:38:59,-38.55,-58.74,52.0,79,21,7.0
557,Shcherbynivka,UA,2020-05-07 23:40:48,48.39,37.79,50.77,78,100,3.04
558,Adrar,MR,2020-05-07 23:40:49,20.5,-10.07,94.93,16,95,8.99
559,Nadvoitsy,RU,2020-05-07 23:40:49,63.87,34.32,34.12,95,0,4.79
560,Oxelosund,SE,2020-05-07 23:40:49,58.67,17.1,39.2,80,37,6.82
561,Baiyin,CN,2020-05-07 23:40:49,36.56,104.21,48.99,81,90,2.24
562,El Alto,PE,2020-05-07 23:40:49,-4.27,-81.21,72.37,75,10,15.19
563,Nara,JP,2020-05-07 23:40:49,34.69,135.8,64.99,51,76,3.36
